101 10000
42 34 72
86 48 49
80 77 10
42 32 95
94 95 77
70 43 27
50 36 24
32 90 61
70 20 37
38 38 100
93 22 34
69 35 66
93 40 93
61 82 16
56 22 72
57 3 54
76 23 62
28 79 55
50 6 26
78 22 23
21 40 29
48 77 32
14 84 50
55 87 34
25 55 60
83 59 38
9 68 81
42 71 14
66 35 35
27 56 80
30 11 73
39 88 14
71 95 48
92 37 45
19 57 48
18 15 57
50 60 96
6 68 56
95 77 67
50 42 92
14 100 31
4 51 49
95 43 30
42 28 2
35 52 29
53 41 14
64 64 27
95 43 38
77 52 32
95 91 79
30 6 23
21 93 77
12 15 41
51 16 5
31 93 83
71 58 57
76 82 21
47 27 92
45 76 84
97 45 28
97 2 85
85 44 64
23 13 13
60 99 92
7 87 98
50 6 56
37 40 27
97 20 41
37 11 12
34 80 5
22 73 63
35 79 55
41 52 42
5 33 32
5 81 78
18 29 48
61 17 75
7 97 27
63 16 82
40 87 46
68 31 43
72 71 5
5 71 59
9 68 6
61 56 48
31 83 45
100 98 77
4 23 72
49 96 93
74 84 45
50 90 29
9 54 30
37 29 44
82 18 98
30 15 17
25 37 57
9 77 12
58 72 74
88 83 6
41 66 73
1 5 48
18 66 24
65 16 18
42 4 92
26 13 34
2 16 75
51 27 93
55 21 32
100 91 41
76 11 92
31 50 4
16 82 5
23 46 98
1 80 98
37 23 52
49 45 52
69 27 50
39 13 91
5 89 90
82 32 41
38 77 20
47 95 94
78 42 23
25 37 9
72 29 15
16 79 58
20 95 20
16 3 87
46 86 65
23 25 60
67 79 15
39 95 28
79 87 49
24 57 19
44 98 100
71 85 51
28 25 94
62 56 55
24 15 90
90 41 92
54 27 89
96 63 37
71 75 36
68 49 41
1 14 87
37 62 91
75 93 90
30 95 45
46 58 44
31 91 3
66 94 40
24 47 64
23 26 92
49 27 58
21 30 64
92 26 86
94 54 75
64 64 80
1 26 73
71 100 47
10 1 40
32 71 33
97 40 71
81 99 86
27 86 9
2 25 83
92 44 46
83 66 99
64 6 64
69 31 36
27 51 64
73 27 95
37 62 38
26 59 54
57 51 33
42 81 90
97 92 54
83 93 1
43 80 71
54 84 46
100 79 5
64 9 63
15 8 13
25 10 24
77 45 90
43 83 1
19 94 76
56 72 91
12 72 26
36 27 64
7 59 62
76 44 100
66 26 5
37 80 54
46 51 30
73 63 60
88 30 6
48 39 29
88 97 27
38 81 17
27 66 28
40 22 94
32 14 53
66 29 31
77 8 93
48 47 20
8 35 81
5 27 1
18 87 19
89 49 53
25 41 87
99 36 88
54 56 95
63 65 57
57 87 52
96 17 37
17 42 66
24 28 95
54 53 15
82 39 21
53 22 31
73 1 71
95 17 94
63 19 30
27 35 69
14 27 92
97 54 36
99 53 97
33 36 30
27 20 56
27 20 89
93 10 80
80 16 89
96 95 36
70 90 20
66 60 50
47 15 30
71 58 26
96 23 61
26 99 73
72 37 25
45 13 55
98 23 81
37 46 87
14 47 74
94 44 87
23 77 35
19 92 58
7 66 23
58 69 54
5 16 32
48 93 86
67 61 70
98 40 36
61 47 40
11 38 15
56 8 24
48 72 54
33 89 34
55 10 49
22 44 15
22 29 95
82 35 5
10 39 33
81 45 51
62 44 95
71 38 73
8 65 46
80 6 95
88 28 4
76 23 74
67 64 21
2 24 72
10 80 15
34 92 40
100 67 55
58 44 63
43 61 33
62 76 46
38 27 74
25 54 54
99 5 41
28 60 52
94 49 38
24 57 48
70 9 99
89 80 74
87 44 15
8 70 85
47 59 31
79 81 71
5 55 59
76 99 22
23 13 18
70 40 77
35 72 65
11 63 21
34 33 74
53 19 66
53 94 27
94 83 59
71 88 66
20 66 85
33 17 3
79 30 8
11 64 73
52 60 94
69 18 57
53 78 50
27 100 52
39 34 14
88 38 86
3 27 36
23 50 91
6 100 68
65 68 92
20 40 20
75 36 28
16 41 19
39 78 48
52 45 22
87 70 50
61 82 56
45 51 9
1 98 63
100 77 27
77 31 6
84 62 92
56 37 6
63 18 45
64 88 3
100 75 81
80 34 16
30 6 30
46 17 11
83 14 90
100 67 51
69 10 35
48 47 66
93 97 76
70 71 43
25 95 12
100 29 54
36 94 99
27 43 29
9 31 28
64 77 55
30 27 52
30 38 74
37 37 58
37 33 17
73 73 91
85 100 65
30 4 10
47 88 83
77 90 44
93 14 53
19 10 89
44 11 83
78 35 13
68 30 99
33 14 18
2 4 73
87 16 89
49 91 21
81 68 97
26 99 24
73 34 98
7 8 66
84 66 7
54 45 99
50 90 46
66 2 39
15 59 30
78 97 92
58 2 49
39 22 54
42 100 59
39 72 81
85 15 29
61 93 48
1 19 76
32 9 83
40 26 24
45 88 54
100 6 67
24 89 26
45 51 82
44 15 79
25 81 95
77 48 56
73 64 55
75 50 19
73 95 58
34 90 90
76 2 28
30 86 16
75 89 23
59 12 82
6 44 18
29 10 22
98 79 47
10 23 16
24 23 18
65 31 11
82 81 12
94 77 93
83 63 77
29 7 31
78 87 50
32 31 74
16 53 65
93 46 10
86 71 38
81 25 95
59 78 96
9 15 76
93 52 96
93 93 20
69 80 35
96 2 89
11 34 2
1 13 3
11 96 70
96 27 27
48 92 56
11 51 11
53 78 89
62 68 15
58 51 57
42 47 56
32 32 6
44 49 66
56 92 81
67 82 51
17 48 70
98 53 7
12 15 56
92 12 91
45 40 15
11 84 46
9 78 22
18 72 34
60 81 66
81 15 85
71 39 35
46 3 33
28 56 86
13 33 74
5 42 88
22 78 55
25 61 10
91 49 35
22 62 63
36 100 42
79 42 44
80 73 28
74 52 100
23 44 56
43 91 64
44 73 36
85 10 36
43 16 70
82 38 82
49 87 43
60 74 22
70 52 94
73 98 66
22 77 39
62 71 87
54 90 95
46 27 71
34 15 72
17 87 56
80 45 2
14 75 86
75 90 6
6 78 92
14 36 87
100 5 65
85 74 95
74 12 44
94 44 58
44 91 33
13 68 7
88 43 43
82 80 75
40 15 27
53 24 65
23 15 91
79 25 49
31 33 34
39 26 6
60 65 51
31 12 56
94 69 4
18 52 49
62 20 27
45 24 18
70 9 33
85 89 61
69 36 88
33 83 10
1 15 79
65 42 2
8 78 66
47 27 8
67 48 18
84 44 61
52 53 21
98 12 89
49 76 48
91 27 71
52 53 47
5 37 47
48 77 18
26 73 65
77 74 59
98 48 41
27 48 69
88 84 26
79 12 2
29 80 51
48 33 35
30 60 74
80 37 65
90 43 23
40 100 46
39 5 20
29 17 35
69 97 94
66 48 29
23 27 33
63 83 36
72 79 58
56 78 11
35 90 61
62 4 58
42 83 33
26 89 19
34 11 39
4 69 20
31 1 72
16 51 97
25 64 1
22 8 53
28 98 88
6 11 6
48 64 9
48 94 40
77 26 86
94 48 57
4 77 35
39 7 5
82 7 32
44 74 82
53 42 25
30 62 34
75 92 74
81 14 14
92 34 18
34 24 84
8 32 33
26 13 98
37 4 18
43 72 97
29 48 90
26 27 54
2 75 48
34 88 41
69 95 69
5 79 42
32 9 72
89 53 81
28 77 62
59 16 63
16 42 1
47 51 53
27 55 53
16 50 74
61 57 54
35 52 3
11 81 67
37 30 23
17 30 78
15 91 53
37 63 65
70 32 96
81 47 11
70 51 57
75 47 22
13 36 12
39 13 72
87 20 10
23 63 17
42 90 28
32 6 14
79 87 97
93 12 68
92 59 4
43 76 80
50 25 61
51 42 11
38 44 20
78 28 38
61 75 54
56 53 23
79 32 20
62 64 73
56 96 92
17 78 66
32 20 24
1 96 63
50 6 3
23 95 91
58 15 96
33 37 97
31 38 81
93 49 31
4 31 77
97 80 10
25 80 36
90 43 47
38 17 58
81 71 94
65 16 8
86 46 94
61 21 28
32 67 87
37 14 24
44 53 61
10 91 95
57 66 47
53 92 6
7 59 82
41 47 61
76 32 44
34 15 34
52 3 93
54 42 24
28 69 77
90 44 95
78 57 5
27 23 39
2 89 19
87 33 98
67 47 99
35 17 15
36 2 22
51 30 81
64 76 89
47 12 52
54 59 1
87 98 84
74 56 37
3 67 19
10 7 89
29 1 83
73 94 65
74 31 83
16 90 82
92 98 82
83 25 85
32 73 12
4 26 9
4 11 36
59 73 44
63 95 2
28 76 19
98 78 69
52 91 14
96 19 85
47 84 37
